auctionItemId,auctionHouse,imageUrl,listingType,dateOfSale,grade,salePrice,certNumber
5377632391440259466,eBay,https://d1w8cc2yygc27j.cloudfront.net/5377632391440259466/-4686332527480494586.jpg,Auction,2022-10-12T00:26:30,8,364,64729312
-1334551064414541598,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1334551064414541598/891603866973025341.jpg,Auction,2022-10-07T00:40:25,8,349,43872965
2828084709885816204,eBay,https://d1w8cc2yygc27j.cloudfront.net/2828084709885816204/8559578893907615865.jpg,Auction,2022-10-06T18:52:30,5,66,23074923
-398221047366064014,eBay,https://d1w8cc2yygc27j.cloudfront.net/-398221047366064014/4482670297895206377.jpg,Auction,2022-10-02T12:56:51,3,42,65930014
643814947559390223,eBay,https://d1w8cc2yygc27j.cloudfront.net/643814947559390223/8160584115290983564.jpg,Auction,2022-09-25T00:35:01,2,26,42173181
1665388082998905620,eBay,https://d1w8cc2yygc27j.cloudfront.net/1665388082998905620/-1740282687079250965.jpg,Auction,2022-09-21T03:38:33,8,354,64858726
1266586616448437728,eBay,https://d1w8cc2yygc27j.cloudfront.net/1266586616448437728/-2280948993986715598.jpg,Auction,2022-09-20T02:05:24,7,196.75,61627162
551657,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-8924570115533529668/-4080946125684317590/images/1.jpg,Auction,2022-09-19T00:00:00,8,360,44814691
1289047114940530774,eBay,https://d1w8cc2yygc27j.cloudfront.net/1289047114940530774/-6433015451221722689.jpg,Auction,2022-09-17T15:32:49,7,10.5,02511242
548782,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/1902796266280277376/5797139533240594235/images/1.jpg,Auction,2022-09-09T00:00:00,4,54,41139020
3163452399067027634,eBay,https://d1w8cc2yygc27j.cloudfront.net/3163452399067027634/-5199055088045468475.jpg,Auction,2022-09-08T13:45:24,5.5,138,61470884
7337880591470055738,eBay,https://d1w8cc2yygc27j.cloudfront.net/7337880591470055738/1411180665227892445.jpg,Auction,2022-09-07T00:02:30,8,355,65766692
-573707434418380639,eBay,https://d1w8cc2yygc27j.cloudfront.net/-573707434418380639/-8982156981648600282.jpg,Auction,2022-09-05T01:12:00,8,355,30221625
-2678683564474027607,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2678683564474027607/5138238108515585563.jpg,Auction,2022-09-02T03:30:00,9,1338.92,19210572
-987706859907643963,eBay,https://d1w8cc2yygc27j.cloudfront.net/-987706859907643963/2996702013856427472.jpg,Auction,2022-09-01T02:05:00,8,392,66300162
-3574127168530661319,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3574127168530661319/-3296930755287789284.jpg,Auction,2022-08-24T01:40:00,8,405,43652153
6207627319757045299,eBay,https://d1w8cc2yygc27j.cloudfront.net/6207627319757045299/-1095453234960347145.jpg,Auction,2022-08-09T03:20:06,8,382.77,24082400
3611054003338172080,eBay,https://d1w8cc2yygc27j.cloudfront.net/3611054003338172080/8027630657744128330.jpg,Auction,2022-07-25T18:33:54,5,100,58569155
-237103931701334568,eBay,https://d1w8cc2yygc27j.cloudfront.net/-237103931701334568/-5594238348261243205.jpg,Auction,2022-07-11T01:00:01,5,90,60948127
538592,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-3898948338190611652/8143146163839168990/images/1.jpg,Auction,2022-06-18T00:00:00,7,216,52365630
537177,Clean Sweep Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/8133788743494815520/2611038530228659336/images/1.jpg,Auction,2022-06-10T00:00:00,8,339.6,58569506
-5266669260242069912,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5266669260242069912/-4731093294869482173.jpg,Auction,2022-05-26T21:13:40,5,121.21,59251333
8356760081057315011,eBay,https://d1w8cc2yygc27j.cloudfront.net/8356760081057315011/347470717182740818.jpg,Auction,2022-05-24T02:27:57,6,132,20779982
7100260535342239665,eBay,https://d1w8cc2yygc27j.cloudfront.net/7100260535342239665/3140136013705777389.jpg,Auction,2022-05-23T23:45:28,8,385,40162054
533770,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7636767092536479928/6874612039983462444/images/1.jpg,Auction,2022-05-23T00:00:00,8,390,47820070
534915,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7636767092536479928/-8073237348251441361/images/1.jpg,Auction,2022-05-23T00:00:00,8,360,05024679
535025,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7636767092536479928/-1293782069077478316/images/1.jpg,Auction,2022-05-23T00:00:00,8,300,05101157
527405,The Collector Connection,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/910892611643799964/-1944716955240875715/images/1.jpg,Auction,2022-05-02T00:00:00,8,415.36,56970946
4569255993387680033,eBay,https://d1w8cc2yygc27j.cloudfront.net/4569255993387680033/-5350909360193795556.jpg,Auction,2022-04-19T01:57:10,8,384,26106749
817902526552347576,eBay,https://d1w8cc2yygc27j.cloudfront.net/817902526552347576/-8425283180548319221.jpg,Auction,2022-04-04T01:32:15,7,233.27,63779263
-2629636400340761184,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2629636400340761184/-3232111750487028783.jpg,Auction,2022-03-29T00:44:22,8,373,31900854
-2711072366084069404,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2711072366084069404/-8425283180548319221.jpg,Auction,2022-03-28T01:04:01,7,244.5,63779263
519419,Robert Edward Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/4581625930581438941/-8915014918069173031/images/1.jpg,Auction,2022-03-22T00:00:00,6,96,28838416
-6210895505432738330,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6210895505432738330/255371988127195017.jpg,Auction,2022-03-15T18:05:43,8,403,17713130
3656324750774786867,eBay,https://d1w8cc2yygc27j.cloudfront.net/3656324750774786867/5262127560254313791.jpg,Auction,2022-02-28T04:13:05,8,400,56700612
-1438133198894108620,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1438133198894108620/555300052403099463.jpg,Auction,2022-02-28T03:34:53,9,1380,16832260
-8912248673566531592,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8912248673566531592/8296297934815162390.jpg,Auction,2022-02-28T02:26:13,9,1225.04,25373130
3151550869365212872,eBay,https://d1w8cc2yygc27j.cloudfront.net/3151550869365212872/2064704771200537221.jpg,Auction,2022-02-20T01:06:22,8,372.91,28835448
2260510022257196898,eBay,https://d1w8cc2yygc27j.cloudfront.net/2260510022257196898/-1955737631811939445.jpg,Auction,2022-02-14T02:28:57,7,227.5,18599993
513729,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-8000109535815041920/-3582816265539532162/images/1.jpg,Auction,2022-02-14T00:00:00,8,352.13,63958480
8631112144190741808,eBay,https://d1w8cc2yygc27j.cloudfront.net/8631112144190741808/7703614599009911488.jpg,Auction,2022-02-06T03:05:24,8,353.78,05252181
512710,Clean Sweep Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3970632087120825601/265158297511339189/images/1.jpg,Auction,2022-02-04T00:00:00,8,316.8,24581149
510197,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-4468350358121334613/-3831234466137448417/images/1.jpg,Auction,2022-01-28T00:00:00,7,195.75,63958479
511652,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3004472022489182102/-429356126993783066/images/1.jpg,Auction,2022-01-28T00:00:00,10,48000,18865418
511726,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3004472022489182102/7946434313672993289/images/1.jpg,Auction,2022-01-28T00:00:00,9,2040,15472976
2511412629556563588,eBay,https://d1w8cc2yygc27j.cloudfront.net/2511412629556563588/-4442458368599725346.jpg,Auction,2022-01-20T14:25:38,6,117.5,02283097
2338466367502503165,eBay,https://d1w8cc2yygc27j.cloudfront.net/2338466367502503165/355530241140176688.jpg,Auction,2022-01-17T02:05:14,9,1365,26677996
-7495151977032775368,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7495151977032775368/4721486475731893298.jpg,Auction,2022-01-13T02:23:28,9,1210,15039345
-8013658014795849422,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8013658014795849422/8143233893721332583.jpg,Auction,2022-01-11T03:39:05,6,90,55540172
-5005120776246758068,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5005120776246758068/-6787349862537205266.jpg,Auction,2022-01-05T22:02:54,6,119.99,52302994
7171763193455770312,eBay,https://d1w8cc2yygc27j.cloudfront.net/7171763193455770312/-3627968315163101041.jpg,Auction,2022-01-03T03:15:47,7,195.5,12493640
2650399702765201716,eBay,https://d1w8cc2yygc27j.cloudfront.net/2650399702765201716/7329168403128004168.jpg,Auction,2022-01-01T21:56:04,6,129.38,49077335
-4430843654852251697,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4430843654852251697/-575110615102008014.jpg,Auction,2021-12-28T02:46:15,9,305,63231412
-6479157038305530578,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6479157038305530578/6593743768829085576.jpg,Auction,2021-12-21T03:13:30,7,147.5,63076334
-5415936975047214116,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5415936975047214116/-6063688031033707839.jpg,Auction,2021-12-20T02:03:44,7,161.35,43015613
-3192226307731001840,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3192226307731001840/-8613767435317100618.jpg,Auction,2021-12-17T01:00:23,7,176.99,16814967
3536750836362816559,eBay,https://d1w8cc2yygc27j.cloudfront.net/3536750836362816559/6677729428090643057.jpg,Auction,2021-12-17T01:00:01,5,65,40268799
-7630213245585751570,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7630213245585751570/-6756996823667396867.jpg,Auction,2021-12-12T19:00:11,5,76.5,50705660
4288470751866606144,eBay,https://d1w8cc2yygc27j.cloudfront.net/4288470751866606144/-6176957372742613738.jpg,Auction,2021-12-09T02:45:39,8,270.69,23607876
-4884153630586609464,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4884153630586609464/-7614103858795644082.jpg,Auction,2021-12-07T02:45:20,4,49,44238393
-3147026759331791718,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3147026759331791718/7489981730011575712.jpg,Auction,2021-12-02T02:09:09,6,146.51,63250954
9075604498758116806,eBay,https://d1w8cc2yygc27j.cloudfront.net/9075604498758116806/-6564207027507360382.jpg,Auction,2021-12-02T02:08:52,7,168.25,11079338
500118,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/5770289763210257026/248916602383686014/images/1.jpg,Auction,2021-11-20T00:00:00,9,1380,15039345
-8933747032299474873,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8933747032299474873/-8896452363871705044.jpg,Auction,2021-11-10T02:42:01,7,167.5,47309997
496643,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7947803740786681538/-1237820411321891557/images/1.jpg,Auction,2021-11-09T00:00:00,7,120,41047504
496742,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7947803740786681538/-2576985479791091501/images/1.jpg,Auction,2021-11-09T00:00:00,6,86.4,04423644
496762,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7947803740786681538/6883834128688892590/images/1.jpg,Auction,2021-11-09T00:00:00,9,1140,14182825
-7042382267103308577,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7042382267103308577/2050163030142421232.jpg,Auction,2021-11-08T01:03:53,7.5,146.5,54441153
-2965948681231669914,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2965948681231669914/1730812631091654281.jpg,Auction,2021-11-05T00:59:29,8,290,22851897
-8677177956455719201,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8677177956455719201/-5375787410846278292.jpg,Auction,2021-11-03T18:06:40,1,31,41073962
-231810510591614763,eBay,https://d1w8cc2yygc27j.cloudfront.net/-231810510591614763/-4148554714528533308.jpg,Auction,2021-11-03T00:32:19,7,159.5,11408648
2482624532435516793,eBay,https://d1w8cc2yygc27j.cloudfront.net/2482624532435516793/-3201560795525303397.jpg,Auction,2021-11-01T01:51:20,8,425,40227286
2081988587321985436,eBay,https://d1w8cc2yygc27j.cloudfront.net/2081988587321985436/2500311894514282435.jpg,Auction,2021-10-25T23:35:55,7,150,51069710
158909086186384324,eBay,https://d1w8cc2yygc27j.cloudfront.net/158909086186384324/-690021864622599676.jpg,Auction,2021-10-25T01:15:01,6,139.5,51768649
6465337008494833051,eBay,https://d1w8cc2yygc27j.cloudfront.net/6465337008494833051/7306377447244339011.jpg,Auction,2021-10-25T01:08:34,8,395,05251572
5688393614769633289,eBay,https://d1w8cc2yygc27j.cloudfront.net/5688393614769633289/-3572566314767160178.jpg,Auction,2021-10-25T01:04:21,5,69.86,19433401
-5019833594902396048,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5019833594902396048/7695208665765682084.jpg,Auction,2021-10-23T03:00:36,3,34.86,42189809
494185,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/430012277955259212/-1955821160628708344/images/1.jpg,Auction,2021-10-22T00:00:00,9,1080,17913757
7973168274861399130,eBay,https://d1w8cc2yygc27j.cloudfront.net/7973168274861399130/6447997926212068406.jpg,Auction,2021-10-19T11:02:46,5,125,30591125
-3439680775524121141,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3439680775524121141/-6814536277408480096.jpg,Auction,2021-10-19T02:20:34,8,360,50679853
-2238937982251217860,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2238937982251217860/-7795060585768403594.jpg,Auction,2021-10-18T01:12:42,8,390,09030711
-2877767671219123796,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2877767671219123796/8665855320292708745.jpg,Auction,2021-10-17T01:32:38,8,325,18770502
8066549292394729618,eBay,https://d1w8cc2yygc27j.cloudfront.net/8066549292394729618/-4279343417693662466.jpg,Auction,2021-10-15T02:40:57,7,140,11831803
3938420477970017056,eBay,https://d1w8cc2yygc27j.cloudfront.net/3938420477970017056/-6680542079578338582.jpg,Auction,2021-10-06T23:00:24,5,58,53934589
491091,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/4236144553042680567/-8133117100018647538/images/1.jpg,Auction,2021-09-28T00:00:00,7,160.88,56380511
-4360629661101374684,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4360629661101374684/8483151606323812779.jpg,Auction,2021-09-27T22:47:05,8,315,22900285
-3326221512280892177,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3326221512280892177/1891129268374378266.jpg,Auction,2021-09-26T03:08:50,8,347,40611889
5533649803231800907,eBay,https://d1w8cc2yygc27j.cloudfront.net/5533649803231800907/-9082191560628363251.jpg,Auction,2021-09-23T01:52:43,6,121.21,60012111
-1758077664350658886,eBay,https://d1w8cc2yygc27j.cloudfront.net/-1758077664350658886/-1796018263004570783.jpg,Auction,2021-09-20T03:30:31,8,325.21,03730351
-2445674117717283867,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2445674117717283867/-3873381026357155902.jpg,Auction,2021-09-16T23:48:43,6,102.5,52003840
4046267065875794068,eBay,https://d1w8cc2yygc27j.cloudfront.net/4046267065875794068/-8331344810208643526.jpg,Auction,2021-09-16T19:35:20,9,1147.89,44730512
8166140722937254164,eBay,https://d1w8cc2yygc27j.cloudfront.net/8166140722937254164/2363568182595591121.jpg,Auction,2021-09-16T16:37:23,9,1275,55534308
2645572690104162712,eBay,https://d1w8cc2yygc27j.cloudfront.net/2645572690104162712/-7341046872898636117.jpg,Auction,2021-09-12T02:43:15,8,365,06002413
8322795945468305555,eBay,https://d1w8cc2yygc27j.cloudfront.net/8322795945468305555/-2677742849537044266.jpg,Auction,2021-09-08T01:11:36,8,375.27,43353971
-4525590660337397626,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4525590660337397626/-1882661269510208995.jpg,Auction,2021-09-05T23:23:14,5,76,53364628
5519274063901681156,eBay,https://d1w8cc2yygc27j.cloudfront.net/5519274063901681156/-8771768532052629039.jpg,Auction,2021-09-03T01:17:31,8,380,16462559
480591,Wheatland Auction Services,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-3715006709755049526/3666794048026380946/images/1.jpg,Auction,2021-09-03T00:00:00,9,1770,28298756
-175248212520329404,eBay,https://d1w8cc2yygc27j.cloudfront.net/-175248212520329404/-2648903911812023982.jpg,Auction,2021-09-01T14:57:26,6,84.88,43174641
-7262711548534846265,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7262711548534846265/-364921884420701696.jpg,Auction,2021-08-31T01:00:57,8,270,09029173
-2970725396709769128,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2970725396709769128/-5357665278063737192.jpg,Auction,2021-08-26T01:27:36,8,340,42336414
3712498720183566638,eBay,https://d1w8cc2yygc27j.cloudfront.net/3712498720183566638/-2976952897942375454.jpg,Auction,2021-08-25T18:49:28,6,84,51136316
6585204132870596224,eBay,https://d1w8cc2yygc27j.cloudfront.net/6585204132870596224/-4227037252115645553.jpg,Auction,2021-08-19T14:36:55,5.5,63,23456015
8923016282446837729,eBay,https://d1w8cc2yygc27j.cloudfront.net/8923016282446837729/-2935961650939754471.jpg,Auction,2021-08-17T03:28:55,8,323.78,20614818
1073901501581985476,eBay,https://d1w8cc2yygc27j.cloudfront.net/1073901501581985476/7485611372243394871.jpg,Auction,2021-08-17T03:28:50,8,313.78,01443963
5306156777335107328,eBay,https://d1w8cc2yygc27j.cloudfront.net/5306156777335107328/9036514666065370645.jpg,Auction,2021-08-17T03:28:40,4,61,43042267
-2901078153005052859,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2901078153005052859/1023881974870160203.jpg,Auction,2021-08-16T00:30:18,8,248.5,31645510
-2167226563797825479,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2167226563797825479/-60322059792920353.jpg,Auction,2021-08-08T00:30:20,8,257.52,21688077
-2613805105613993454,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2613805105613993454/-2205340867301922908.jpg,Auction,2021-08-07T19:11:06,7,177.36,40268800
8868506657777653978,eBay,https://d1w8cc2yygc27j.cloudfront.net/8868506657777653978/-3471619200135969784.jpg,Auction,2021-08-02T01:20:01,5,82.13,53445922
42610650217764733,eBay,https://d1w8cc2yygc27j.cloudfront.net/42610650217764733/1023881974870160203.jpg,Auction,2021-08-02T00:03:44,8,300,31645510
2106695515035827388,eBay,https://d1w8cc2yygc27j.cloudfront.net/2106695515035827388/-2524246182097533712.jpg,Auction,2021-08-01T23:57:29,6,58.6,50219229
2300683257518743486,eBay,https://d1w8cc2yygc27j.cloudfront.net/2300683257518743486/7384519973713891326.jpg,Auction,2021-07-31T03:34:07,9,1275,41958839
2694988899032440367,eBay,https://d1w8cc2yygc27j.cloudfront.net/2694988899032440367/6167351442390258322.jpg,Auction,2021-07-29T01:10:33,9,1145,42282248
-7554072012017658131,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7554072012017658131/4742541718918563895.jpg,Auction,2021-07-27T04:52:51,8,236.7,02097975
468809,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/5868395477352266266/2833442028847769943/images/1.jpg,Auction,2021-07-26T00:00:00,9,1200,09052180
-5546550104213808489,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5546550104213808489/8034811863439326301.jpg,Auction,2021-07-24T03:02:09,7,137.5,24704459
-8278552241121462251,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8278552241121462251/-3442386639704933096.jpg,Auction,2021-07-23T03:20:21,9,1009.66,24412910
-4399607487557649971,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4399607487557649971/-1870306657228698190.jpg,Auction,2021-07-23T02:08:12,6,86,25141252
-2311884261614636407,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2311884261614636407/-2477444090221536234.jpg,Auction,2021-07-19T23:54:13,7,124.5,08023279
-7494662549205026383,eBay,https://d1w8cc2yygc27j.cloudfront.net/-7494662549205026383/-7660306058037334576.jpg,Auction,2021-07-19T03:58:15,7,102.5,41556473
-6302879104220966404,eBay,https://d1w8cc2yygc27j.cloudfront.net/-6302879104220966404/3829271896248561518.jpg,Auction,2021-07-19T00:11:01,6,97.88,22851896
-84026737804810550,eBay,https://d1w8cc2yygc27j.cloudfront.net/-84026737804810550/-9006760846601945290.jpg,Auction,2021-07-18T21:46:33,6,57.49,31496289
-2453504155638539669,eBay,https://d1w8cc2yygc27j.cloudfront.net/-2453504155638539669/-7753003211520572002.jpg,Auction,2021-07-17T02:23:29,9,999,21273364
722199579843728663,eBay,https://d1w8cc2yygc27j.cloudfront.net/722199579843728663/-6585123735111359870.jpg,Auction,2021-07-17T02:23:24,4,39,51472761
7828855661061854086,eBay,https://d1w8cc2yygc27j.cloudfront.net/7828855661061854086/5958562683668181906.jpg,Auction,2021-07-17T02:23:20,3,32.7,48822737
5233424197325555287,eBay,https://d1w8cc2yygc27j.cloudfront.net/5233424197325555287/9099881563674569328.jpg,Auction,2021-07-17T02:23:15,3,32.7,51472760
-4171767207549703729,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4171767207549703729/2651631017905578285.jpg,Auction,2021-07-16T23:33:33,5,65,50219230
-4180773869432693080,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4180773869432693080/-5427565618010221289.jpg,Auction,2021-07-15T02:25:48,6,78,50589789
-3413121792069661768,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3413121792069661768/195824046427392546.jpg,Auction,2021-07-14T20:19:44,1.5,26.5,50583596
3112361282415451038,eBay,https://d1w8cc2yygc27j.cloudfront.net/3112361282415451038/-2652357297075763923.jpg,Auction,2021-07-13T13:14:25,8,92,45017558
-8233644195470694675,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8233644195470694675/-4599897065494978112.jpg,Auction,2021-07-13T03:00:23,8,247.39,12155085
463173,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3282765851477630538/-433994153901643486/images/1.jpg,Auction,2021-07-13T00:00:00,8,336,17913759
7527964007329130488,eBay,https://d1w8cc2yygc27j.cloudfront.net/7527964007329130488/5851689109956114434.jpg,Auction,2021-07-09T01:42:47,4,122.5,49836167
-5515422974977130308,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5515422974977130308/-3513084768481355826.jpg,Auction,2021-07-01T03:35:00,7,125.5,40268800
5172142073213619352,eBay,https://d1w8cc2yygc27j.cloudfront.net/5172142073213619352/-3262616921798755646.jpg,Auction,2021-06-28T01:07:08,8,294.85,50363932
6442026256701306497,eBay,https://d1w8cc2yygc27j.cloudfront.net/6442026256701306497/-4599897065494978112.jpg,Auction,2021-06-18T02:07:41,8,325.78,12155085
4204018881575868573,eBay,https://d1w8cc2yygc27j.cloudfront.net/4204018881575868573/1289978499612358338.jpg,Auction,2021-06-16T03:29:56,9,142.5,30640358
8120455740064555235,eBay,https://d1w8cc2yygc27j.cloudfront.net/8120455740064555235/5940662573477442101.jpg,Auction,2021-06-16T03:29:52,8,340,22739238
7817995725278143421,eBay,https://d1w8cc2yygc27j.cloudfront.net/7817995725278143421/-4750763785252228644.jpg,Auction,2021-06-16T03:29:44,6,79,45201688
2371596412372356114,eBay,https://d1w8cc2yygc27j.cloudfront.net/2371596412372356114/614013741836675504.jpg,Auction,2021-06-16T03:29:40,4,45,42746118
-3442413340560109007,eBay,https://d1w8cc2yygc27j.cloudfront.net/-3442413340560109007/-2674854348453069561.jpg,Auction,2021-06-16T02:10:21,8,339,50631188
2761452668234855767,eBay,https://d1w8cc2yygc27j.cloudfront.net/2761452668234855767/5380920293969070835.jpg,Auction,2021-06-16T01:54:21,7,136.5,50820553
6643778661682114809,eBay,https://d1w8cc2yygc27j.cloudfront.net/6643778661682114809/3991351022031609444.jpg,Auction,2021-06-15T01:36:14,6,76,26888174
1158277751585198309,eBay,https://d1w8cc2yygc27j.cloudfront.net/1158277751585198309/8622938237580953470.jpg,Auction,2021-06-05T02:58:51,9,224.5,31160470
453493,Sirius Sports Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-5190388011102278250/3548394843498699061/images/1.jpg,Auction,2021-05-24T00:00:00,8.5,569.25,14628116
453785,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/3268617757467401610/9199415022562368001/images/1.jpg,Auction,2021-05-24T00:00:00,8,492,17884974
3141785128780519896,eBay,https://d1w8cc2yygc27j.cloudfront.net/3141785128780519896/8785597415098976385.jpg,Auction,2021-05-23T22:59:57,4,51,16812733
-682071699358611991,eBay,https://d1w8cc2yygc27j.cloudfront.net/-682071699358611991/-7465529812454261854.jpg,Auction,2021-05-21T17:49:33,7,180.5,26018569
2980007937243908520,eBay,https://d1w8cc2yygc27j.cloudfront.net/2980007937243908520/-6738990848955157745.jpg,Auction,2021-05-19T02:52:19,9,1106.09,26029163
-5580558785596470206,eBay,https://d1w8cc2yygc27j.cloudfront.net/-5580558785596470206/1851760317327019550.jpg,Auction,2021-05-19T02:52:16,9,1106.09,47309994
452409,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-6456887689442389453/8217436123201574958/images/1.jpg,Auction,2021-05-18T00:00:00,8,492,17913759
1846406724774512471,eBay,https://d1w8cc2yygc27j.cloudfront.net/1846406724774512471/4952882173255967476.jpg,Auction,2021-05-17T16:54:23,6,100,27166606
203618643526920716,eBay,https://d1w8cc2yygc27j.cloudfront.net/203618643526920716/-2428776636986311069.jpg,Auction,2021-05-11T23:55:24,4,42.41,48560236
452379,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/7589807913762207198/4798054042933826324/images/1.jpg,Auction,2021-05-11T00:00:00,8,324,17884976
450150,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/1766550482450771617/7150991398205306396/images/1.jpg,Auction,2021-05-04T00:00:00,8,492,16462559
2816338747515728788,eBay,https://d1w8cc2yygc27j.cloudfront.net/2816338747515728788/5735652724707808742.jpg,Auction,2021-05-03T03:00:22,4.5,59,48507680
-4516382919007423756,eBay,https://d1w8cc2yygc27j.cloudfront.net/-4516382919007423756/-1106238006965829162.jpg,Auction,2021-05-02T23:39:44,6,72,20294024
-8805531211967825831,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8805531211967825831/5448209368256381701.jpg,Auction,2021-05-01T23:25:22,8,426.99,49773002
-8464150088790432058,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8464150088790432058/-8675241206847170557.jpg,Auction,2021-04-29T02:10:28,7,171.5,14416442
450068,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/5417907934587951818/2641937456361625181/images/1.jpg,Auction,2021-04-28T00:00:00,8,372,17884973
8955221941885255500,eBay,https://d1w8cc2yygc27j.cloudfront.net/8955221941885255500/8717924603963122721.jpg,Auction,2021-04-27T00:26:22,6,100.95,59173883
6037299825682653084,eBay,https://d1w8cc2yygc27j.cloudfront.net/6037299825682653084/6903491747103582743.jpg,Auction,2021-04-27T00:15:01,7,225.27,49296216
449996,Heritage Auctions,https://s3-us-west-2.amazonaws.com/cu-apr/auctions/-664440775564479247/-8689301932090877691/images/1.jpg,Auction,2021-04-27T00:00:00,8,372,18858275
8338117865742159001,eBay,https://d1w8cc2yygc27j.cloudfront.net/8338117865742159001/8654786263937545909.jpg,Auction,2021-04-26T00:35:51,9,175,18618745
-8226729262187074936,eBay,https://d1w8cc2yygc27j.cloudfront.net/-8226729262187074936/-251783237197843034.jpg,Auction,2021-04-23T00:14:19,6,133.5,49077335
